"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_016743855.1_ASM1674385v1_genomic.fna","GCF_016864255.1_ASM1686425v1_genomic.fna","GCF_017584065.1_ASM1758406v1_genomic.fna","GCF_017603725.1_ASM1760372v1_genomic.fna","GCF_017815655.1_ASM1781565v1_genomic.fna","GCF_017815675.1_ASM1781567v1_genomic.fna","GCF_017815695.1_ASM1781569v1_genomic.fna","GCF_017897965.1_ASM1789796v1_genomic.fna","GCF_017898005.1_ASM1789800v1_genomic.fna","GCF_017898025.1_ASM1789802v1_genomic.fna","GCF_018219285.1_ASM1821928v1_genomic.fna","GCF_018219325.1_ASM1821932v1_genomic.fna","GCF_018279145.1_ASM1827914v1_genomic.fna","GCF_018516845.1_ASM1851684v1_genomic.fna","GCF_018516925.1_ASM1851692v1_genomic.fna","GCF_018517045.1_ASM1851704v1_genomic.fna","GCF_018517065.1_ASM1851706v1_genomic.fna","GCF_018517085.1_ASM1851708v1_genomic.fna","GCF_018517105.1_ASM1851710v1_genomic.fna","GCF_018517185.1_ASM1851718v1_genomic.fna"
"garK","","Glycerate 2-kinase","20","20","1","1","5833","","","","1013","1121","1115","GCF_016743855.1_ASM1674385v1_genomic.fna_00556","GCF_016864255.1_ASM1686425v1_genomic.fna_00616","GCF_017584065.1_ASM1758406v1_genomic.fna_00650","GCF_017603725.1_ASM1760372v1_genomic.fna_00570","GCF_017815655.1_ASM1781565v1_genomic.fna_00572","GCF_017815675.1_ASM1781567v1_genomic.fna_00628","GCF_017815695.1_ASM1781569v1_genomic.fna_00575","GCF_017897965.1_ASM1789796v1_genomic.fna_00637","GCF_017898005.1_ASM1789800v1_genomic.fna_00637","GCF_017898025.1_ASM1789802v1_genomic.fna_01853","GCF_018219285.1_ASM1821928v1_genomic.fna_00605","GCF_018219325.1_ASM1821932v1_genomic.fna_00616","GCF_018279145.1_ASM1827914v1_genomic.fna_00323","GCF_018516845.1_ASM1851684v1_genomic.fna_00616","GCF_018516925.1_ASM1851692v1_genomic.fna_00579","GCF_018517045.1_ASM1851704v1_genomic.fna_00612","GCF_018517065.1_ASM1851706v1_genomic.fna_00557","GCF_018517085.1_ASM1851708v1_genomic.fna_00564","GCF_018517105.1_ASM1851710v1_genomic.fna_00698","GCF_018517185.1_ASM1851718v1_genomic.fna_00576"
"group_1132","","2-haloacrylate reductase","20","20","1","1","7264","","","","560","983","961","GCF_016743855.1_ASM1674385v1_genomic.fna_00596","GCF_016864255.1_ASM1686425v1_genomic.fna_00653","GCF_017584065.1_ASM1758406v1_genomic.fna_00686","GCF_017603725.1_ASM1760372v1_genomic.fna_00609","GCF_017815655.1_ASM1781565v1_genomic.fna_00610","GCF_017815675.1_ASM1781567v1_genomic.fna_00663","GCF_017815695.1_ASM1781569v1_genomic.fna_00611","GCF_017897965.1_ASM1789796v1_genomic.fna_00672","GCF_017898005.1_ASM1789800v1_genomic.fna_00672","GCF_017898025.1_ASM1789802v1_genomic.fna_01888","GCF_018219285.1_ASM1821928v1_genomic.fna_00646","GCF_018219325.1_ASM1821932v1_genomic.fna_00654","GCF_018279145.1_ASM1827914v1_genomic.fna_00286","GCF_018516845.1_ASM1851684v1_genomic.fna_00653","GCF_018516925.1_ASM1851692v1_genomic.fna_00616","GCF_018517045.1_ASM1851704v1_genomic.fna_00648","GCF_018517065.1_ASM1851706v1_genomic.fna_00594","GCF_018517085.1_ASM1851708v1_genomic.fna_00601","GCF_018517105.1_ASM1851710v1_genomic.fna_00734","GCF_018517185.1_ASM1851718v1_genomic.fna_00611"
"group_1134","","hypothetical protein","20","20","1","1","6399","","","","836","836","836","GCF_016743855.1_ASM1674385v1_genomic.fna_00624","GCF_016864255.1_ASM1686425v1_genomic.fna_02001","GCF_017584065.1_ASM1758406v1_genomic.fna_02063","GCF_017603725.1_ASM1760372v1_genomic.fna_02045","GCF_017815655.1_ASM1781565v1_genomic.fna_02053","GCF_017815675.1_ASM1781567v1_genomic.fna_02014","GCF_017815695.1_ASM1781569v1_genomic.fna_02035","GCF_017897965.1_ASM1789796v1_genomic.fna_02098","GCF_017898005.1_ASM1789800v1_genomic.fna_02098","GCF_017898025.1_ASM1789802v1_genomic.fna_00500","GCF_018219285.1_ASM1821928v1_genomic.fna_00676","GCF_018219325.1_ASM1821932v1_genomic.fna_01995","GCF_018279145.1_ASM1827914v1_genomic.fna_00259","GCF_018516845.1_ASM1851684v1_genomic.fna_00680","GCF_018516925.1_ASM1851692v1_genomic.fna_01937","GCF_018517045.1_ASM1851704v1_genomic.fna_00677","GCF_018517065.1_ASM1851706v1_genomic.fna_00621","GCF_018517085.1_ASM1851708v1_genomic.fna_00629","GCF_018517105.1_ASM1851710v1_genomic.fna_02011","GCF_018517185.1_ASM1851718v1_genomic.fna_01964"
"group_1135","","hypothetical protein","20","20","1","1","6413","","","","161","335","326","GCF_016743855.1_ASM1674385v1_genomic.fna_00632","GCF_016864255.1_ASM1686425v1_genomic.fna_01993","GCF_017584065.1_ASM1758406v1_genomic.fna_02053","GCF_017603725.1_ASM1760372v1_genomic.fna_02037","GCF_017815655.1_ASM1781565v1_genomic.fna_02043","GCF_017815675.1_ASM1781567v1_genomic.fna_02006","GCF_017815695.1_ASM1781569v1_genomic.fna_02025","GCF_017897965.1_ASM1789796v1_genomic.fna_02090","GCF_017898005.1_ASM1789800v1_genomic.fna_02090","GCF_017898025.1_ASM1789802v1_genomic.fna_00490","GCF_018219285.1_ASM1821928v1_genomic.fna_00685","GCF_018219325.1_ASM1821932v1_genomic.fna_01987","GCF_018279145.1_ASM1827914v1_genomic.fna_00251","GCF_018516845.1_ASM1851684v1_genomic.fna_00688","GCF_018516925.1_ASM1851692v1_genomic.fna_01929","GCF_018517045.1_ASM1851704v1_genomic.fna_00685","GCF_018517065.1_ASM1851706v1_genomic.fna_00629","GCF_018517085.1_ASM1851708v1_genomic.fna_00638","GCF_018517105.1_ASM1851710v1_genomic.fna_02003","GCF_018517185.1_ASM1851718v1_genomic.fna_01956"
"lhpI","","Delta(1)-pyrroline-2-carboxylate reductase","20","20","1","1","6444","","","","872","971","962","GCF_016743855.1_ASM1674385v1_genomic.fna_00662","GCF_016864255.1_ASM1686425v1_genomic.fna_01964","GCF_017584065.1_ASM1758406v1_genomic.fna_02024","GCF_017603725.1_ASM1760372v1_genomic.fna_02008","GCF_017815655.1_ASM1781565v1_genomic.fna_02014","GCF_017815675.1_ASM1781567v1_genomic.fna_01977","GCF_017815695.1_ASM1781569v1_genomic.fna_01995","GCF_017897965.1_ASM1789796v1_genomic.fna_02060","GCF_017898005.1_ASM1789800v1_genomic.fna_02060","GCF_017898025.1_ASM1789802v1_genomic.fna_00461","GCF_018219285.1_ASM1821928v1_genomic.fna_00714","GCF_018219325.1_ASM1821932v1_genomic.fna_01958","GCF_018279145.1_ASM1827914v1_genomic.fna_00222","GCF_018516845.1_ASM1851684v1_genomic.fna_00717","GCF_018516925.1_ASM1851692v1_genomic.fna_01900","GCF_018517045.1_ASM1851704v1_genomic.fna_00714","GCF_018517065.1_ASM1851706v1_genomic.fna_00658","GCF_018517085.1_ASM1851708v1_genomic.fna_00668","GCF_018517105.1_ASM1851710v1_genomic.fna_01974","GCF_018517185.1_ASM1851718v1_genomic.fna_01927"
"rppH","","RNA pyrophosphohydrolase","20","20","1","1","6447","","","","443","443","443","GCF_016743855.1_ASM1674385v1_genomic.fna_00665","GCF_016864255.1_ASM1686425v1_genomic.fna_01961","GCF_017584065.1_ASM1758406v1_genomic.fna_02021","GCF_017603725.1_ASM1760372v1_genomic.fna_02005","GCF_017815655.1_ASM1781565v1_genomic.fna_02011","GCF_017815675.1_ASM1781567v1_genomic.fna_01974","GCF_017815695.1_ASM1781569v1_genomic.fna_01992","GCF_017897965.1_ASM1789796v1_genomic.fna_02057","GCF_017898005.1_ASM1789800v1_genomic.fna_02057","GCF_017898025.1_ASM1789802v1_genomic.fna_00458","GCF_018219285.1_ASM1821928v1_genomic.fna_00717","GCF_018219325.1_ASM1821932v1_genomic.fna_01954","GCF_018279145.1_ASM1827914v1_genomic.fna_00219","GCF_018516845.1_ASM1851684v1_genomic.fna_00720","GCF_018516925.1_ASM1851692v1_genomic.fna_01897","GCF_018517045.1_ASM1851704v1_genomic.fna_00717","GCF_018517065.1_ASM1851706v1_genomic.fna_00661","GCF_018517085.1_ASM1851708v1_genomic.fna_00671","GCF_018517105.1_ASM1851710v1_genomic.fna_01971","GCF_018517185.1_ASM1851718v1_genomic.fna_01923"
"group_1143","","Putative membrane protein insertion efficiency factor","20","20","1","1","6742","","","","296","296","296","GCF_016743855.1_ASM1674385v1_genomic.fna_00701","GCF_016864255.1_ASM1686425v1_genomic.fna_01924","GCF_017584065.1_ASM1758406v1_genomic.fna_01983","GCF_017603725.1_ASM1760372v1_genomic.fna_01962","GCF_017815655.1_ASM1781565v1_genomic.fna_01970","GCF_017815675.1_ASM1781567v1_genomic.fna_01933","GCF_017815695.1_ASM1781569v1_genomic.fna_01952","GCF_017897965.1_ASM1789796v1_genomic.fna_02016","GCF_017898005.1_ASM1789800v1_genomic.fna_02016","GCF_017898025.1_ASM1789802v1_genomic.fna_00415","GCF_018219285.1_ASM1821928v1_genomic.fna_00753","GCF_018219325.1_ASM1821932v1_genomic.fna_01912","GCF_018279145.1_ASM1827914v1_genomic.fna_00183","GCF_018516845.1_ASM1851684v1_genomic.fna_00756","GCF_018516925.1_ASM1851692v1_genomic.fna_01853","GCF_018517045.1_ASM1851704v1_genomic.fna_00754","GCF_018517065.1_ASM1851706v1_genomic.fna_00697","GCF_018517085.1_ASM1851708v1_genomic.fna_00708","GCF_018517105.1_ASM1851710v1_genomic.fna_01935","GCF_018517185.1_ASM1851718v1_genomic.fna_01884"
"yigZ","","IMPACT family member YigZ","20","20","1","1","6736","","","","431","644","633","GCF_016743855.1_ASM1674385v1_genomic.fna_00709","GCF_016864255.1_ASM1686425v1_genomic.fna_01916","GCF_017584065.1_ASM1758406v1_genomic.fna_01975","GCF_017603725.1_ASM1760372v1_genomic.fna_01954","GCF_017815655.1_ASM1781565v1_genomic.fna_01962","GCF_017815675.1_ASM1781567v1_genomic.fna_01925","GCF_017815695.1_ASM1781569v1_genomic.fna_01944","GCF_017897965.1_ASM1789796v1_genomic.fna_02008","GCF_017898005.1_ASM1789800v1_genomic.fna_02008","GCF_017898025.1_ASM1789802v1_genomic.fna_00407","GCF_018219285.1_ASM1821928v1_genomic.fna_00761","GCF_018219325.1_ASM1821932v1_genomic.fna_01904","GCF_018279145.1_ASM1827914v1_genomic.fna_00175","GCF_018516845.1_ASM1851684v1_genomic.fna_00764","GCF_018516925.1_ASM1851692v1_genomic.fna_01845","GCF_018517045.1_ASM1851704v1_genomic.fna_00762","GCF_018517065.1_ASM1851706v1_genomic.fna_00705","GCF_018517085.1_ASM1851708v1_genomic.fna_00716","GCF_018517105.1_ASM1851710v1_genomic.fna_01927","GCF_018517185.1_ASM1851718v1_genomic.fna_01876"
"group_1148","","hypothetical protein","20","20","1","1","6706","","","","440","449","440","GCF_016743855.1_ASM1674385v1_genomic.fna_00735","GCF_016864255.1_ASM1686425v1_genomic.fna_01888","GCF_017584065.1_ASM1758406v1_genomic.fna_01948","GCF_017603725.1_ASM1760372v1_genomic.fna_01928","GCF_017815655.1_ASM1781565v1_genomic.fna_01935","GCF_017815675.1_ASM1781567v1_genomic.fna_01899","GCF_017815695.1_ASM1781569v1_genomic.fna_01918","GCF_017897965.1_ASM1789796v1_genomic.fna_01982","GCF_017898005.1_ASM1789800v1_genomic.fna_01982","GCF_017898025.1_ASM1789802v1_genomic.fna_00381","GCF_018219285.1_ASM1821928v1_genomic.fna_00787","GCF_018219325.1_ASM1821932v1_genomic.fna_01878","GCF_018279145.1_ASM1827914v1_genomic.fna_00148","GCF_018516845.1_ASM1851684v1_genomic.fna_00790","GCF_018516925.1_ASM1851692v1_genomic.fna_01819","GCF_018517045.1_ASM1851704v1_genomic.fna_00789","GCF_018517065.1_ASM1851706v1_genomic.fna_00732","GCF_018517085.1_ASM1851708v1_genomic.fna_00743","GCF_018517105.1_ASM1851710v1_genomic.fna_01900","GCF_018517185.1_ASM1851718v1_genomic.fna_01850"
"ponA_2","","Penicillin-binding protein 1A/1B","20","20","1","1","6701","","","","2345","2621","2358","GCF_016743855.1_ASM1674385v1_genomic.fna_00739","GCF_016864255.1_ASM1686425v1_genomic.fna_01884","GCF_017584065.1_ASM1758406v1_genomic.fna_01944","GCF_017603725.1_ASM1760372v1_genomic.fna_01924","GCF_017815655.1_ASM1781565v1_genomic.fna_01931","GCF_017815675.1_ASM1781567v1_genomic.fna_01895","GCF_017815695.1_ASM1781569v1_genomic.fna_01914","GCF_017897965.1_ASM1789796v1_genomic.fna_01978","GCF_017898005.1_ASM1789800v1_genomic.fna_01978","GCF_017898025.1_ASM1789802v1_genomic.fna_00373","GCF_018219285.1_ASM1821928v1_genomic.fna_00791","GCF_018219325.1_ASM1821932v1_genomic.fna_01871","GCF_018279145.1_ASM1827914v1_genomic.fna_00144","GCF_018516845.1_ASM1851684v1_genomic.fna_00794","GCF_018516925.1_ASM1851692v1_genomic.fna_01811","GCF_018517045.1_ASM1851704v1_genomic.fna_00793","GCF_018517065.1_ASM1851706v1_genomic.fna_00736","GCF_018517085.1_ASM1851708v1_genomic.fna_00747","GCF_018517105.1_ASM1851710v1_genomic.fna_01896","GCF_018517185.1_ASM1851718v1_genomic.fna_01846"
"czrA","","HTH-type transcriptional repressor CzrA","20","20","1","1","6685","","","","293","350","295","GCF_016743855.1_ASM1674385v1_genomic.fna_00753","GCF_016864255.1_ASM1686425v1_genomic.fna_01869","GCF_017584065.1_ASM1758406v1_genomic.fna_01928","GCF_017603725.1_ASM1760372v1_genomic.fna_01910","GCF_017815655.1_ASM1781565v1_genomic.fna_01916","GCF_017815675.1_ASM1781567v1_genomic.fna_01880","GCF_017815695.1_ASM1781569v1_genomic.fna_01900","GCF_017897965.1_ASM1789796v1_genomic.fna_01962","GCF_017898005.1_ASM1789800v1_genomic.fna_01962","GCF_017898025.1_ASM1789802v1_genomic.fna_00359","GCF_018219285.1_ASM1821928v1_genomic.fna_00807","GCF_018219325.1_ASM1821932v1_genomic.fna_01857","GCF_018279145.1_ASM1827914v1_genomic.fna_00130","GCF_018516845.1_ASM1851684v1_genomic.fna_00808","GCF_018516925.1_ASM1851692v1_genomic.fna_01797","GCF_018517045.1_ASM1851704v1_genomic.fna_00808","GCF_018517065.1_ASM1851706v1_genomic.fna_00750","GCF_018517085.1_ASM1851708v1_genomic.fna_00761","GCF_018517105.1_ASM1851710v1_genomic.fna_01881","GCF_018517185.1_ASM1851718v1_genomic.fna_01831"
"glyS","","Glycine--tRNA ligase beta subunit","20","20","1","1","6672","","","","2075","2075","2075","GCF_016743855.1_ASM1674385v1_genomic.fna_00766","GCF_016864255.1_ASM1686425v1_genomic.fna_01856","GCF_017584065.1_ASM1758406v1_genomic.fna_01910","GCF_017603725.1_ASM1760372v1_genomic.fna_01897","GCF_017815655.1_ASM1781565v1_genomic.fna_01903","GCF_017815675.1_ASM1781567v1_genomic.fna_01864","GCF_017815695.1_ASM1781569v1_genomic.fna_01887","GCF_017897965.1_ASM1789796v1_genomic.fna_01947","GCF_017898005.1_ASM1789800v1_genomic.fna_01947","GCF_017898025.1_ASM1789802v1_genomic.fna_00346","GCF_018219285.1_ASM1821928v1_genomic.fna_00820","GCF_018219325.1_ASM1821932v1_genomic.fna_01840","GCF_018279145.1_ASM1827914v1_genomic.fna_00117","GCF_018516845.1_ASM1851684v1_genomic.fna_00821","GCF_018516925.1_ASM1851692v1_genomic.fna_01784","GCF_018517045.1_ASM1851704v1_genomic.fna_00821","GCF_018517065.1_ASM1851706v1_genomic.fna_00763","GCF_018517085.1_ASM1851708v1_genomic.fna_00774","GCF_018517105.1_ASM1851710v1_genomic.fna_01868","GCF_018517185.1_ASM1851718v1_genomic.fna_01818"
"cadA_2","","Cadmium, zinc and cobalt-transporting ATPase","20","20","1","1","2139","","","","2081","2084","2081","GCF_016743855.1_ASM1674385v1_genomic.fna_00804","GCF_016864255.1_ASM1686425v1_genomic.fna_01794","GCF_017584065.1_ASM1758406v1_genomic.fna_01865","GCF_017603725.1_ASM1760372v1_genomic.fna_01849","GCF_017815655.1_ASM1781565v1_genomic.fna_01854","GCF_017815675.1_ASM1781567v1_genomic.fna_01820","GCF_017815695.1_ASM1781569v1_genomic.fna_01832","GCF_017897965.1_ASM1789796v1_genomic.fna_01902","GCF_017898005.1_ASM1789800v1_genomic.fna_01902","GCF_017898025.1_ASM1789802v1_genomic.fna_00301","GCF_018219285.1_ASM1821928v1_genomic.fna_00850","GCF_018219325.1_ASM1821932v1_genomic.fna_01801","GCF_018279145.1_ASM1827914v1_genomic.fna_00075","GCF_018516845.1_ASM1851684v1_genomic.fna_00847","GCF_018516925.1_ASM1851692v1_genomic.fna_01711","GCF_018517045.1_ASM1851704v1_genomic.fna_00872","GCF_018517065.1_ASM1851706v1_genomic.fna_00802","GCF_018517085.1_ASM1851708v1_genomic.fna_00805","GCF_018517105.1_ASM1851710v1_genomic.fna_01820","GCF_018517185.1_ASM1851718v1_genomic.fna_01792"
"folA_3","","Dihydrofolate reductase","20","20","1","1","2232","","","","488","572","524","GCF_016743855.1_ASM1674385v1_genomic.fna_00834","GCF_016864255.1_ASM1686425v1_genomic.fna_01758","GCF_017584065.1_ASM1758406v1_genomic.fna_01831","GCF_017603725.1_ASM1760372v1_genomic.fna_01811","GCF_017815655.1_ASM1781565v1_genomic.fna_01816","GCF_017815675.1_ASM1781567v1_genomic.fna_01779","GCF_017815695.1_ASM1781569v1_genomic.fna_01797","GCF_017897965.1_ASM1789796v1_genomic.fna_01862","GCF_017898005.1_ASM1789800v1_genomic.fna_01862","GCF_017898025.1_ASM1789802v1_genomic.fna_00267","GCF_018219285.1_ASM1821928v1_genomic.fna_00878","GCF_018219325.1_ASM1821932v1_genomic.fna_01760","GCF_018279145.1_ASM1827914v1_genomic.fna_00046","GCF_018516845.1_ASM1851684v1_genomic.fna_00878","GCF_018516925.1_ASM1851692v1_genomic.fna_01677","GCF_018517045.1_ASM1851704v1_genomic.fna_00907","GCF_018517065.1_ASM1851706v1_genomic.fna_00833","GCF_018517085.1_ASM1851708v1_genomic.fna_00840","GCF_018517105.1_ASM1851710v1_genomic.fna_01788","GCF_018517185.1_ASM1851718v1_genomic.fna_01766"
"chrR","","Chromate reductase","20","20","1","1","2233","","","","422","572","548","GCF_016743855.1_ASM1674385v1_genomic.fna_00835","GCF_016864255.1_ASM1686425v1_genomic.fna_01757","GCF_017584065.1_ASM1758406v1_genomic.fna_01830","GCF_017603725.1_ASM1760372v1_genomic.fna_01810","GCF_017815655.1_ASM1781565v1_genomic.fna_01815","GCF_017815675.1_ASM1781567v1_genomic.fna_01778","GCF_017815695.1_ASM1781569v1_genomic.fna_01796","GCF_017897965.1_ASM1789796v1_genomic.fna_01861","GCF_017898005.1_ASM1789800v1_genomic.fna_01861","GCF_017898025.1_ASM1789802v1_genomic.fna_00266","GCF_018219285.1_ASM1821928v1_genomic.fna_00879","GCF_018219325.1_ASM1821932v1_genomic.fna_01759","GCF_018279145.1_ASM1827914v1_genomic.fna_00045","GCF_018516845.1_ASM1851684v1_genomic.fna_00879","GCF_018516925.1_ASM1851692v1_genomic.fna_01676","GCF_018517045.1_ASM1851704v1_genomic.fna_00908","GCF_018517065.1_ASM1851706v1_genomic.fna_00834","GCF_018517085.1_ASM1851708v1_genomic.fna_00842","GCF_018517105.1_ASM1851710v1_genomic.fna_01787","GCF_018517185.1_ASM1851718v1_genomic.fna_01765"
"group_1160","","hypothetical protein","20","20","1","1","2236","","","","344","791","768","GCF_016743855.1_ASM1674385v1_genomic.fna_00838","GCF_016864255.1_ASM1686425v1_genomic.fna_01754","GCF_017584065.1_ASM1758406v1_genomic.fna_01827","GCF_017603725.1_ASM1760372v1_genomic.fna_01807","GCF_017815655.1_ASM1781565v1_genomic.fna_01812","GCF_017815675.1_ASM1781567v1_genomic.fna_01775","GCF_017815695.1_ASM1781569v1_genomic.fna_01793","GCF_017897965.1_ASM1789796v1_genomic.fna_01858","GCF_017898005.1_ASM1789800v1_genomic.fna_01858","GCF_017898025.1_ASM1789802v1_genomic.fna_00263","GCF_018219285.1_ASM1821928v1_genomic.fna_00882","GCF_018219325.1_ASM1821932v1_genomic.fna_01756","GCF_018279145.1_ASM1827914v1_genomic.fna_00042","GCF_018516845.1_ASM1851684v1_genomic.fna_00882","GCF_018516925.1_ASM1851692v1_genomic.fna_01673","GCF_018517045.1_ASM1851704v1_genomic.fna_00911","GCF_018517065.1_ASM1851706v1_genomic.fna_00837","GCF_018517085.1_ASM1851708v1_genomic.fna_00845","GCF_018517105.1_ASM1851710v1_genomic.fna_01784","GCF_018517185.1_ASM1851718v1_genomic.fna_01762"
"group_1168","","hypothetical protein","20","20","1","1","1959","","","","1010","1331","1305","GCF_016743855.1_ASM1674385v1_genomic.fna_00902","GCF_016864255.1_ASM1686425v1_genomic.fna_01678","GCF_017584065.1_ASM1758406v1_genomic.fna_01774","GCF_017603725.1_ASM1760372v1_genomic.fna_01627","GCF_017815655.1_ASM1781565v1_genomic.fna_01630","GCF_017815675.1_ASM1781567v1_genomic.fna_01722","GCF_017815695.1_ASM1781569v1_genomic.fna_01682","GCF_017897965.1_ASM1789796v1_genomic.fna_01801","GCF_017898005.1_ASM1789800v1_genomic.fna_01801","GCF_017898025.1_ASM1789802v1_genomic.fna_00221","GCF_018219285.1_ASM1821928v1_genomic.fna_01053","GCF_018219325.1_ASM1821932v1_genomic.fna_01702","GCF_018279145.1_ASM1827914v1_genomic.fna_00004","GCF_018516845.1_ASM1851684v1_genomic.fna_00969","GCF_018516925.1_ASM1851692v1_genomic.fna_01631","GCF_018517045.1_ASM1851704v1_genomic.fna_01013","GCF_018517065.1_ASM1851706v1_genomic.fna_01006","GCF_018517085.1_ASM1851708v1_genomic.fna_00904","GCF_018517105.1_ASM1851710v1_genomic.fna_01734","GCF_018517185.1_ASM1851718v1_genomic.fna_00948"
"xpkA","","Xylulose-5-phosphate phosphoketolase","20","20","1","1","1873","","","","1484","2363","2231","GCF_016743855.1_ASM1674385v1_genomic.fna_01010","GCF_016864255.1_ASM1686425v1_genomic.fna_01624","GCF_017584065.1_ASM1758406v1_genomic.fna_01721","GCF_017603725.1_ASM1760372v1_genomic.fna_01571","GCF_017815655.1_ASM1781565v1_genomic.fna_01575","GCF_017815675.1_ASM1781567v1_genomic.fna_01672","GCF_017815695.1_ASM1781569v1_genomic.fna_01631","GCF_017897965.1_ASM1789796v1_genomic.fna_01750","GCF_017898005.1_ASM1789800v1_genomic.fna_01750","GCF_017898025.1_ASM1789802v1_genomic.fna_00168","GCF_018219285.1_ASM1821928v1_genomic.fna_01164","GCF_018219325.1_ASM1821932v1_genomic.fna_01645","GCF_018279145.1_ASM1827914v1_genomic.fna_02357","GCF_018516845.1_ASM1851684v1_genomic.fna_01077","GCF_018516925.1_ASM1851692v1_genomic.fna_01581","GCF_018517045.1_ASM1851704v1_genomic.fna_01063","GCF_018517065.1_ASM1851706v1_genomic.fna_01056","GCF_018517085.1_ASM1851708v1_genomic.fna_01010","GCF_018517105.1_ASM1851710v1_genomic.fna_01683","GCF_018517185.1_ASM1851718v1_genomic.fna_00999"
"lacR_2","","HTH-type transcriptional regulator LacR","20","20","1","1","1709","","","","1034","1034","1034","GCF_016743855.1_ASM1674385v1_genomic.fna_01075","GCF_016864255.1_ASM1686425v1_genomic.fna_01556","GCF_017584065.1_ASM1758406v1_genomic.fna_01653","GCF_017603725.1_ASM1760372v1_genomic.fna_01502","GCF_017815655.1_ASM1781565v1_genomic.fna_01506","GCF_017815675.1_ASM1781567v1_genomic.fna_01605","GCF_017815695.1_ASM1781569v1_genomic.fna_01564","GCF_017897965.1_ASM1789796v1_genomic.fna_01683","GCF_017898005.1_ASM1789800v1_genomic.fna_01683","GCF_017898025.1_ASM1789802v1_genomic.fna_00100","GCF_018219285.1_ASM1821928v1_genomic.fna_01237","GCF_018219325.1_ASM1821932v1_genomic.fna_01569","GCF_018279145.1_ASM1827914v1_genomic.fna_02295","GCF_018516845.1_ASM1851684v1_genomic.fna_01144","GCF_018516925.1_ASM1851692v1_genomic.fna_01514","GCF_018517045.1_ASM1851704v1_genomic.fna_01133","GCF_018517065.1_ASM1851706v1_genomic.fna_01118","GCF_018517085.1_ASM1851708v1_genomic.fna_01065","GCF_018517105.1_ASM1851710v1_genomic.fna_01617","GCF_018517185.1_ASM1851718v1_genomic.fna_01061"
"tyrA","","Prephenate dehydrogenase","20","20","1","1","1701","","","","1091","1091","1091","GCF_016743855.1_ASM1674385v1_genomic.fna_01082","GCF_016864255.1_ASM1686425v1_genomic.fna_01549","GCF_017584065.1_ASM1758406v1_genomic.fna_01646","GCF_017603725.1_ASM1760372v1_genomic.fna_01495","GCF_017815655.1_ASM1781565v1_genomic.fna_01499","GCF_017815675.1_ASM1781567v1_genomic.fna_01598","GCF_017815695.1_ASM1781569v1_genomic.fna_01557","GCF_017897965.1_ASM1789796v1_genomic.fna_01676","GCF_017898005.1_ASM1789800v1_genomic.fna_01676","GCF_017898025.1_ASM1789802v1_genomic.fna_00093","GCF_018219285.1_ASM1821928v1_genomic.fna_01244","GCF_018219325.1_ASM1821932v1_genomic.fna_01562","GCF_018279145.1_ASM1827914v1_genomic.fna_02288","GCF_018516845.1_ASM1851684v1_genomic.fna_01152","GCF_018516925.1_ASM1851692v1_genomic.fna_01507","GCF_018517045.1_ASM1851704v1_genomic.fna_01140","GCF_018517065.1_ASM1851706v1_genomic.fna_01126","GCF_018517085.1_ASM1851708v1_genomic.fna_01072","GCF_018517105.1_ASM1851710v1_genomic.fna_01610","GCF_018517185.1_ASM1851718v1_genomic.fna_01069"
"aroA","","3-phosphoshikimate 1-carboxyvinyltransferase","20","20","1","1","1700","","","","1295","1295","1295","GCF_016743855.1_ASM1674385v1_genomic.fna_01083","GCF_016864255.1_ASM1686425v1_genomic.fna_01548","GCF_017584065.1_ASM1758406v1_genomic.fna_01645","GCF_017603725.1_ASM1760372v1_genomic.fna_01494","GCF_017815655.1_ASM1781565v1_genomic.fna_01498","GCF_017815675.1_ASM1781567v1_genomic.fna_01597","GCF_017815695.1_ASM1781569v1_genomic.fna_01556","GCF_017897965.1_ASM1789796v1_genomic.fna_01675","GCF_017898005.1_ASM1789800v1_genomic.fna_01675","GCF_017898025.1_ASM1789802v1_genomic.fna_00092","GCF_018219285.1_ASM1821928v1_genomic.fna_01245","GCF_018219325.1_ASM1821932v1_genomic.fna_01561","GCF_018279145.1_ASM1827914v1_genomic.fna_02287","GCF_018516845.1_ASM1851684v1_genomic.fna_01153","GCF_018516925.1_ASM1851692v1_genomic.fna_01506","GCF_018517045.1_ASM1851704v1_genomic.fna_01141","GCF_018517065.1_ASM1851706v1_genomic.fna_01127","GCF_018517085.1_ASM1851708v1_genomic.fna_01073","GCF_018517105.1_ASM1851710v1_genomic.fna_01609","GCF_018517185.1_ASM1851718v1_genomic.fna_01070"
